route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
01,SUN,43SFO10SUN,Millbrae,0,,
01,WKDY,44SFO10,San Francisco Int'l Airport,0,,
01,SAT,44SFO10SAT,Millbrae,0,,
01,SUN,44SFO10SUN,Millbrae,0,,
01,WKDY,45SFO10,San Francisco Int'l Airport,0,,
01,SAT,45SFO10SAT,Millbrae,0,,
01,SUN,45SFO10SUN,Millbrae,0,,
01,WKDY,46SFO10,San Francisco Int'l Airport,0,,
01,SAT,46SFO10SAT,Millbrae,0,,
01,SUN,46SFO10SUN,Millbrae,0,,
01,WKDY,47SFO10,San Francisco Int'l Airport,0,,
01,SAT,47SFO10SAT,Millbrae,0,,
01,SUN,47SFO10SUN,Millbrae,0,,
01,WKDY,48SFO10,San Francisco Int'l Airport,0,,
01,SAT,48SFO10SAT,Millbrae,0,,
01,SUN,48SFO10SUN,Millbrae,0,,
01,WKDY,49SFO10,San Francisco Int'l Airport,0,,
01,SAT,49SFO10SAT,Millbrae,0,,
01,SUN,49SFO10SUN,Millbrae,0,,
01,WKDY,50SFO10,San Francisco Int'l Airport,0,,
01,SAT,50SFO10SAT,Millbrae,0,,
01,SUN,50SFO10SUN,San Francisco Int'l Airport,0,,
01,WKDY,51SFO10,San Francisco Int'l Airport,0,,
01,SAT,51SFO10SAT,Millbrae,0,,
01,WKDY,52SFO10,San Francisco Int'l Airport,0,,
01,SAT,52SFO10SAT,Millbrae,0,,
01,WKDY,53SFO10,San Francisco Int'l Airport,0,,
01,SAT,53SFO10SAT,Millbrae,0,,
01,WKDY,54SFO10,San Francisco Int'l Airport,0,,
01,SAT,54SFO10SAT,Millbrae,0,,
01,WKDY,55SFO10,San Francisco Int'l Airport,0,,
01,SAT,55SFO10SAT,Millbrae,0,,
01,WKDY,56SFO10,San Francisco Int'l Airport,0,,
01,SAT,56SFO10SAT,San Francisco Int'l Airport,0,,
01,WKDY,57SFO10,San Francisco Int'l Airport,0,,
01,WKDY,58SFO10,San Francisco Int'l Airport,0,,
01,WKDY,59SFO10,San Francisco Int'l Airport,0,,
01,WKDY,60SFO10,San Francisco Int'l Airport,0,,
01,WKDY,61SFO10,San Francisco Int'l Airport,0,,
01,WKDY,62SFO10,San Francisco Int'l Airport,0,,
01,WKDY,63SFO10,San Francisco Int'l Airport,0,,
01,WKDY,64SFO10,San Francisco Int'l Airport,0,,
01,WKDY,65SFO10,San Francisco Int'l Airport,0,,
01,WKDY,66SFO10,24th St. Mission,0,,
01,WKDY,67SFO10,San Francisco Int'l Airport,0,,
01,WKDY,68SFO10,24th St. Mission,0,,
01,WKDY,69SFO10,San Francisco Int'l Airport,0,,
01,WKDY,70SFO10,San Francisco Int'l Airport,0,,
01,WKDY,71SFO10,San Francisco Int'l Airport,0,,
01,WKDY,72SFO10,San Francisco Int'l Airport,0,,
01,WKDY,73SFO10,San Francisco Int'l Airport,0,,
01,WKDY,74SFO10,Millbrae,0,,
01,WKDY,75SFO10,Millbrae,0,,
01,WKDY,76SFO10,Millbrae,0,,
01,WKDY,77SFO10,Millbrae,0,,
01,WKDY,78SFO10,Millbrae,0,,
01,WKDY,79SFO10,Millbrae,0,,
01,WKDY,80SFO10,Millbrae,0,,
01,WKDY,81SFO10,Millbrae,0,,
01,WKDY,82SFO10,Millbrae,0,,
01,WKDY,83SFO10,Millbrae,0,,
01,WKDY,84SFO10,Millbrae,0,,
01,WKDY,85SFO10,Millbrae,0,,
01,WKDY,86SFO10,Millbrae,0,,
01,WKDY,87SFO10,Millbrae,0,,
01,WKDY,88SFO10,Millbrae,0,,
01,WKDY,89SFO10,Millbrae,0,,
01,WKDY,90SFO10,Millbrae,0,,
01,WKDY,91SFO10,San Francisco Int'l Airport,0,,
11,WKDY,01DCM20,Daly City,0,,
11,SAT,01DCM20SAT,Daly City,0,,
11,SUN,01DCM20SUN,Daly City,0,,
11,WKDY,02DCM20,Daly City,0,,
11,SAT,02DCM20SAT,Daly City,0,,
11,SUN,02DCM20SUN,Daly City,0,,
11,WKDY,03DCM20,Daly City,0,,
11,SAT,03DCM20SAT,Daly City,0,,
11,SUN,03DCM20SUN,Daly City,0,,
11,WKDY,04DCM20,Daly City,0,,
11,SAT,04DCM20SAT,Daly City,0,,
11,SUN,04DCM20SUN,Daly City,0,,
11,WKDY,05DCM20,Daly City,0,,
11,SAT,05DCM20SAT,Daly City,0,,
11,SUN,05DCM20SUN,Daly City,0,,
11,WKDY,06DCM20,Daly City,0,,
11,SAT,06DCM20SAT,Daly City,0,,
11,SUN,06DCM20SUN,Daly City,0,,
11,WKDY,07DCM20,Daly City,0,,
11,SAT,07DCM20SAT,Daly City,0,,
11,SUN,07DCM20SUN,Daly City,0,,
11,WKDY,08DCM20,Daly City,0,,
11,SAT,08DCM20SAT,Daly City,0,,
11,SUN,08DCM20SUN,Daly City,0,,
11,WKDY,09DCM20,Daly City,0,,
11,SAT,09DCM20SAT,Daly City,0,,
11,SUN,09DCM20SUN,Daly City,0,,
11,WKDY,10DCM20,Daly City,0,,
11,SAT,10DCM20SAT,Daly City,0,,
11,SUN,10DCM20SUN,Daly City,0,,
11,WKDY,11DCM20,Daly City,0,,
11,SAT,11DCM20SAT,Daly City,0,,
11,SUN,11DCM20SUN,Daly City,0,,
11,WKDY,12DCM20,Daly City,0,,
11,SAT,12DCM20SAT,Daly City,0,,
11,SUN,12DCM20SUN,Daly City,0,,
11,WKDY,13DCM20,Daly City,0,,
11,SAT,13DCM20SAT,Daly City,0,,
11,SUN,13DCM20SUN,Daly City,0,,
11,WKDY,14DCM20,Daly City,0,,
11,SAT,14DCM20SAT,Daly City,0,,
11,SUN,14DCM20SUN,Daly City,0,,
11,WKDY,15DCM20,Daly City,0,,
11,SAT,15DCM20SAT,Daly City,0,,
11,SUN,15DCM20SUN,Daly City,0,,
11,WKDY,16DCM20,Daly City,0,,
11,SAT,16DCM20SAT,Daly City,0,,
11,SUN,16DCM20SUN,Daly City,0,,
11,WKDY,17DCM20,Daly City,0,,
11,SAT,17DCM20SAT,Daly City,0,,
11,SUN,17DCM20SUN,Daly City,0,,
11,WKDY,18DCM20,Daly City,0,,
11,SAT,18DCM20SAT,Daly City,0,,
11,SUN,18DCM20SUN,Daly City,0,,
11,WKDY,19DCM20,Daly City,0,,
11,SAT,19DCM20SAT,Daly City,0,,
11,SUN,19DCM20SUN,Daly City,0,,
11,WKDY,20DCM20,Daly City,0,,
11,SAT,20DCM20SAT,Daly City,0,,
11,SUN,20DCM20SUN,Daly City,0,,
11,WKDY,21DCM20,Daly City,0,,
11,SAT,21DCM20SAT,Daly City,0,,
11,SUN,21DCM20SUN,Daly City,0,,
11,WKDY,22DCM20,Daly City,0,,
11,SAT,22DCM20SAT,Daly City,0,,
11,SUN,22DCM20SUN,Daly City,0,,
11,WKDY,23DCM20,Daly City,0,,
11,SAT,23DCM20SAT,Daly City,0,,
11,SUN,23DCM20SUN,Daly City,0,,
11,WKDY,24DCM20,Daly City,0,,
11,SAT,24DCM20SAT,Daly City,0,,
11,SUN,24DCM20SUN,Daly City,0,,
11,WKDY,25DCM20,Daly City,0,,
11,SAT,25DCM20SAT,Daly City,0,,
11,SUN,25DCM20SUN,Daly City,0,,
11,WKDY,26DCM20,Daly City,0,,
11,SAT,26DCM20SAT,Daly City,0,,
11,SUN,26DCM20SUN,Daly City,0,,
11,WKDY,27DCM20,Daly City,0,,
11,SAT,27DCM20SAT,Daly City,0,,
11,SUN,27DCM20SUN,Daly City,0,,
11,WKDY,28DCM20,Daly City,0,,
11,SAT,28DCM20SAT,Daly City,0,,
11,SUN,28DCM20SUN,Daly City,0,,
11,WKDY,29DCM20,Daly City,0,,
11,SAT,29DCM20SAT,Daly City,0,,
11,SUN,29DCM20SUN,Daly City,0,,
11,WKDY,30DCM20,Daly City,0,,
11,SAT,30DCM20SAT,Daly City,0,,
11,SUN,30DCM20SUN,Daly City,0,,
11,WKDY,31DCM20,Daly City,0,,
11,SAT,31DCM20SAT,Daly City,0,,
11,SUN,31DCM20SUN,Daly City,0,,
11,WKDY,32DCM20,Daly City,0,,
11,SAT,32DCM20SAT,Daly City,0,,
11,SUN,32DCM20SUN,Daly City,0,,
11,WKDY,33DCM20,Daly City,0,,
11,SAT,33DCM20SAT,Daly City,0,,
11,SUN,33DCM20SUN,Daly City,0,,
11,WKDY,34DCM20,Daly City,0,,
11,SAT,34DCM20SAT,Daly City,0,,
11,SUN,34DCM20SUN,Daly City,0,,
11,WKDY,35DCM20,Daly City,0,,
11,SAT,35DCM20SAT,Daly City,0,,
11,SUN,35DCM20SUN,Daly City,0,,
11,WKDY,36DCM20,Daly City,0,,
11,SAT,36DCM20SAT,Daly City,0,,
11,SUN,36DCM20SUN,Daly City,0,,
11,WKDY,37DCM20,Daly City,0,,
11,SAT,37DCM20SAT,Daly City,0,,
11,SUN,37DCM20SUN,Daly City,0,,
11,WKDY,38DCM20,Daly City,0,,
11,SAT,38DCM20SAT,Daly City,0,,
11,SUN,38DCM20SUN,Daly City,0,,
11,WKDY,39DCM20,Daly City,0,,
11,SAT,39DCM20SAT,Daly City,0,,
11,SUN,39DCM20SUN,Daly City,0,,
11,WKDY,40DCM20,Daly City,0,,
11,SAT,40DCM20SAT,Daly City,0,,
11,SUN,40DCM20SUN,Daly City,0,,
11,WKDY,41DCM20,Daly City,0,,
11,SAT,41DCM20SAT,Daly City,0,,
11,SUN,41DCM20SUN,Daly City,0,,
11,WKDY,42DCM20,Daly City,0,,
11,SAT,42DCM20SAT,Daly City,0,,
11,SUN,42DCM20SUN,Daly City,0,,
11,WKDY,43DCM20,Daly City,0,,
11,SAT,43DCM20SAT,Daly City,0,,
11,SUN,43DCM20SUN,Daly City,0,,
11,WKDY,44DCM20,Daly City,0,,
11,SAT,44DCM20SAT,Daly City,0,,
11,SUN,44DCM20SUN,Daly City,0,,
11,WKDY,45DCM20,Daly City,0,,
11,SAT,45DCM20SAT,Daly City,0,,
11,SUN,45DCM20SUN,Daly City,0,,
11,WKDY,46DCM20,Daly City,0,,
11,SAT,46DCM20SAT,Daly City,0,,
11,SUN,46DCM20SUN,Daly City,0,,
11,WKDY,47DCM20,Daly City,0,,
11,SAT,47DCM20SAT,Daly City,0,,
11,SUN,47DCM20SUN,Daly City,0,,
11,WKDY,48DCM20,Daly City,0,,
11,SAT,48DCM20SAT,Daly City,0,,
11,SUN,48DCM20SUN,Daly City,0,,
11,WKDY,49DCM20,Daly City,0,,
11,SAT,49DCM20SAT,Daly City,0,,
11,SUN,49DCM20SUN,Daly City,0,,
11,WKDY,50DCM20,Daly City,0,,
11,SAT,50DCM20SAT,Daly City,0,,
11,SUN,50DCM20SUN,Bay Fair,0,,
11,WKDY,51DCM20,Daly City,0,,
11,SAT,51DCM20SAT,Daly City,0,,
11,WKDY,52DCM20,Daly City,0,,
11,SAT,52DCM20SAT,Daly City,0,,
11,WKDY,53DCM20,Daly City,0,,
11,SAT,53DCM20SAT,Daly City,0,,
11,WKDY,54DCM20,Daly City,0,,
11,SAT,54DCM20SAT,Daly City,0,,
11,WKDY,55DCM20,Daly City,0,,
11,SAT,55DCM20SAT,Daly City,0,,
11,WKDY,56DCM20,Daly City,0,,
11,SAT,56DCM20SAT,Bay Fair,0,,
11,WKDY,57DCM20,Daly City,0,,
11,WKDY,58DCM20,Daly City,0,,
11,WKDY,59DCM20,Daly City,0,,
11,WKDY,60DCM20,Daly City,0,,
11,WKDY,61DCM20,Daly City,0,,
11,WKDY,62DCM20,Daly City,0,,
11,WKDY,63DCM20,Daly City,0,,
11,WKDY,64DCM20,Daly City,0,,
11,WKDY,65DCM20,Daly City,0,,
11,WKDY,66DCM20,Daly City,0,,
11,WKDY,67DCM20,Daly City,0,,
11,WKDY,68DCM20,Daly City,0,,
11,WKDY,69DCM20,Daly City,0,,
11,WKDY,70DCM20,Daly City,0,,
11,WKDY,71DCM20,Daly City,0,,
11,WKDY,72DCM20,Daly City,0,,
11,WKDY,73DCM20,Daly City,0,,
11,WKDY,74DCM20,Daly City,0,,
11,WKDY,75DCM20,Daly City,0,,
11,WKDY,76DCM20,Bay Fair,0,,
11,WKDY,01DCM21,Dublin/Pleasanton,1,,
11,SAT,01DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,01DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,02DCM21,Dublin/Pleasanton,1,,
11,SAT,02DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,02DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,03DCM21,Dublin/Pleasanton,1,,
11,SAT,03DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,03DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,04DCM21,Dublin/Pleasanton,1,,
11,SAT,04DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,04DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,05DCM21,Dublin/Pleasanton,1,,
11,SAT,05DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,05DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,06DCM21,Dublin/Pleasanton,1,,
11,SAT,06DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,06DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,07DCM21,Dublin/Pleasanton,1,,
11,SAT,07DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,07DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,08DCM21,Dublin/Pleasanton,1,,
11,SAT,08DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,08DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,09DCM21,Dublin/Pleasanton,1,,
11,SAT,09DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,09DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,10DCM21,Dublin/Pleasanton,1,,
11,SAT,10DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,10DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,11DCM21,Dublin/Pleasanton,1,,
11,SAT,11DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,11DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,12DCM21,Dublin/Pleasanton,1,,
11,SAT,12DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,12DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,13DCM21,Dublin/Pleasanton,1,,
11,SAT,13DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,13DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,14DCM21,Dublin/Pleasanton,1,,
11,SAT,14DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,14DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,15DCM21,Dublin/Pleasanton,1,,
11,SAT,15DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,15DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,16DCM21,Dublin/Pleasanton,1,,
11,SAT,16DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,16DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,17DCM21,Dublin/Pleasanton,1,,
11,SAT,17DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,17DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,18DCM21,Dublin/Pleasanton,1,,
11,SAT,18DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,18DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,19DCM21,Dublin/Pleasanton,1,,
11,SAT,19DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,19DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,20DCM21,Dublin/Pleasanton,1,,
11,SAT,20DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,20DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,21DCM21,Dublin/Pleasanton,1,,
11,SAT,21DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,21DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,22DCM21,Dublin/Pleasanton,1,,
11,SAT,22DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,22DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,23DCM21,Dublin/Pleasanton,1,,
11,SAT,23DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,23DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,24DCM21,Dublin/Pleasanton,1,,
11,SAT,24DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,24DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,25DCM21,Dublin/Pleasanton,1,,
11,SAT,25DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,25DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,26DCM21,Dublin/Pleasanton,1,,
11,SAT,26DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,26DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,27DCM21,Dublin/Pleasanton,1,,
11,SAT,27DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,27DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,28DCM21,Dublin/Pleasanton,1,,
11,SAT,28DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,28DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,29DCM21,Dublin/Pleasanton,1,,
11,SAT,29DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,29DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,30DCM21,Dublin/Pleasanton,1,,
11,SAT,30DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,30DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,31DCM21,Dublin/Pleasanton,1,,
11,SAT,31DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,31DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,32DCM21,Dublin/Pleasanton,1,,
11,SAT,32DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,32DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,33DCM21,Dublin/Pleasanton,1,,
11,SAT,33DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,33DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,34DCM21,Dublin/Pleasanton,1,,
11,SAT,34DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,34DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,35DCM21,Dublin/Pleasanton,1,,
11,SAT,35DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,35DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,36DCM21,Dublin/Pleasanton,1,,
11,SAT,36DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,36DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,37DCM21,Dublin/Pleasanton,1,,
11,SAT,37DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,37DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,38DCM21,Dublin/Pleasanton,1,,
11,SAT,38DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,38DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,39DCM21,Dublin/Pleasanton,1,,
11,SAT,39DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,39DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,40DCM21,Dublin/Pleasanton,1,,
11,SAT,40DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,40DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,41DCM21,Dublin/Pleasanton,1,,
11,SAT,41DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,41DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,42DCM21,Dublin/Pleasanton,1,,
11,SAT,42DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,42DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,43DCM21,Dublin/Pleasanton,1,,
11,SAT,43DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,43DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,44DCM21,Dublin/Pleasanton,1,,
11,SAT,44DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,44DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,45DCM21,Dublin/Pleasanton,1,,
11,SAT,45DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,45DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,46DCM21,Dublin/Pleasanton,1,,
11,SAT,46DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,46DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,47DCM21,Dublin/Pleasanton,1,,
11,SAT,47DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,47DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,48DCM21,Dublin/Pleasanton,1,,
11,SAT,48DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,48DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,49DCM21,Dublin/Pleasanton,1,,
11,SAT,49DCM21SAT,Dublin/Pleasanton,1,,
11,SUN,49DCM21SUN,Dublin/Pleasanton,1,,
11,WKDY,50DCM21,Dublin/Pleasanton,1,,
11,SAT,50DCM21SAT,Dublin/Pleasanton,1,,
